3,5
3,6
3,7
3,8
3,9
3,11
3,12
3,5,6
3,5,7
3,5,8
3,5,9
3,5,11
3,5,12
3,5,6,9
3,5,6,11
3,5,6,12
2,3
2,5
2,6
2,7
2,8
2,9
2,11
2,12
2,3,5
2,3,6
2,3,7
2,3,8
2,3,9
2,3,11
2,3,12
5,6
5,7
5,8
5,9
5,11
5,12
5,6,7
5,6,8
5,6,9
5,6,11
5,6,12
7,8
7,9
7,11
7,12
7,8,9
7,8,11
7,8,12
8,9
8,11
8,12
8,9,11
8,9,12
9,11
9,12
9,11,12
